User ID,Name,Action,Timestamp,Method
2,allen,logout,13-10-2025 09:51,qr_code
1,james,logout,13-10-2025 09:51,qr_code
2,allen,login,13-10-2025 09:51,qr_code
1,james,login,13-10-2025 09:51,qr_code
1,james,logout,13-10-2025 09:49,qr_code
1,james,login,13-10-2025 09:49,qr_code
